AssigneeID	KeywordID
A_000099	K_738668
A_000099	K_738669
A_000099	K_738670
A_000099	K_738671
A_000099	K_738839
A_000099	K_738885
A_000099	K_738890
A_000099	K_738928
A_000099	K_739086
A_000099	K_739211
A_000099	K_739397
A_000099	K_739398
A_000099	K_739399
A_000099	K_739400
A_000099	K_739687
A_000099	K_739742
A_000099	K_739745
A_000099	K_739746
A_000099	K_739747
A_000099	K_740282
A_000099	K_740317
A_000099	K_740386
A_000099	K_740419
A_000099	K_740420
A_000099	K_740531
A_000099	K_740534
A_000099	K_741354
A_000099	K_741778
A_000099	K_742271
A_000099	K_742668
A_000099	K_743277
A_000099	K_743613
A_000099	K_743673
A_000099	K_743795
A_000099	K_743824
A_000099	K_744310
A_000099	K_744894
A_000099	K_744922
A_000099	K_745890
A_000099	K_746188
A_000099	K_746307
A_000099	K_746317
A_000099	K_746923
A_000099	K_747379
A_000099	K_747516
A_000099	K_747535
A_000099	K_747537
A_000099	K_748206
A_000099	K_748210
A_000099	K_748293
A_000099	K_748409
A_000099	K_749011
A_000099	K_749327
A_000099	K_749634
A_000099	K_749642
A_000099	K_749660
A_000099	K_750008
A_000099	K_750287
A_000099	K_751063
A_000099	K_751067
A_000099	K_751454
A_000099	K_751455
A_000099	K_751701
A_000099	K_752443
A_000099	K_752847
A_000099	K_752925
A_000099	K_753360
A_000099	K_753411
A_000099	K_753414
A_000099	K_753652
A_000099	K_753654
A_000099	K_753656
A_000099	K_753665
A_000099	K_753733
A_000099	K_754065
A_000099	K_754073
A_000099	K_754121
A_000099	K_754282
A_000099	K_754453
A_000099	K_754904
A_000099	K_754958
A_000099	K_756307
A_000099	K_756778
A_000099	K_757083
A_000099	K_757897
A_000099	K_757971
A_000099	K_759458
A_000099	K_760612
A_000099	K_760775
A_000099	K_760777
A_000099	K_760783
A_000099	K_760909
A_000099	K_761157
A_000099	K_761159
A_000099	K_761296
A_000099	K_761344
A_000099	K_761490
A_000099	K_761562
A_000099	K_761905
A_000099	K_761907
A_000099	K_761970
A_000099	K_762967
A_000099	K_763261
A_000099	K_764035
A_000099	K_764100
A_000099	K_765210
A_000099	K_766689
A_000099	K_766761
A_000099	K_766762
A_000099	K_766945
A_000099	K_767481
A_000099	K_767903
A_000099	K_768123
A_000099	K_768384
A_000099	K_768520
A_000099	K_768583
A_000099	K_768643
A_000099	K_768644
A_000099	K_768645
A_000099	K_768899
A_000099	K_769086
A_000099	K_769087
A_000099	K_769088
A_000099	K_769117
A_000099	K_769118
A_000099	K_769119
A_000099	K_770084
A_000099	K_770338
A_000099	K_770438
A_000099	K_770668
A_000099	K_773103
A_000099	K_773104
A_000099	K_773106
A_000099	K_773142
A_000099	K_773472
A_000099	K_773940
A_000099	K_773941
A_000099	K_774024
A_000099	K_774040
A_000099	K_774046
A_000099	K_774049
A_000099	K_774132
A_000099	K_774326
A_000099	K_774329
A_000099	K_774330
A_000099	K_774350
A_000099	K_774379
A_000099	K_774461
A_000099	K_774518
A_000099	K_774520
A_000099	K_774874
A_000099	K_774880
A_000099	K_775074
A_000099	K_775076
A_000100	K_000198
A_000100	K_000806
A_000100	K_001491
A_000100	K_006554
A_000100	K_013964
A_000100	K_025466
A_000100	K_030609
A_000100	K_036289
A_000100	K_053335
A_000100	K_082141
A_000100	K_086577
A_000100	K_094652
A_000100	K_102096
A_000100	K_108199
A_000100	K_113970
A_000100	K_181084
A_000100	K_181085
A_000100	K_301972
A_000100	K_346527
A_000100	K_346531
A_000100	K_347143
A_000100	K_364504
A_000100	K_364505
A_000100	K_364506
A_000100	K_369355
A_000100	K_372007
A_000100	K_372968
A_000100	K_373393
A_000100	K_373501
A_000100	K_373503
A_000100	K_374463
A_000100	K_375146
A_000100	K_398072
A_000100	K_399251
A_000100	K_399273
A_000100	K_401976
A_000100	K_401977
A_000100	K_404643
A_000100	K_405236
A_000100	K_420713
A_000100	K_450965
A_000100	K_464894
A_000100	K_495235
A_000100	K_504849
A_000100	K_549433
A_000100	K_616577
A_000100	K_634271
A_000100	K_682108
A_000100	K_706956
A_000100	K_706957
A_000100	K_706958
A_000100	K_706959
A_000100	K_707111
A_000100	K_707421
A_000100	K_709010
A_000100	K_713462
A_000100	K_713862
A_000100	K_716678
A_000100	K_717555
A_000100	K_717625
A_000100	K_721579
A_000100	K_733349
A_000100	K_734002
A_000100	K_743613
A_000113	K_000022
